Title,Location,Price,Bedrooms,Bathrooms,Features,URL,Created_Date
Utara pasar godean dijual rumah bagus siap huni,"Margomulyo seyegan sleman, Godean, Sleman, DI Yogyakarta","Rp 455,000291 jt",2,1,"2  1 , 60 m², Rp 4.945.655 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-utara-pasar-godean-dijual-rumah-bagus-siap-huni-oleh-ara-citra-22067046,20230812_093203
Rumah Dijual Perum Tamanan Banguntapan.KPR & Nego Sampai Deal!!,"Tamanan Banguntapan Bantul Yogyakarta, Banguntapan, Bantul, DI Yogyakarta",Rp 665 jt,3,1,"3  1 , 60 m², Rp 7.150.538 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-perum-tamanan-banguntapan-kpr-nego-sampai-deal-oleh-linda-22067023,20230812_093203
"Tanah Murah Dijual Dekat SD Bias Kaliurang, Lingkungan Asri","Ngaglik, Sleman, DI Yogyakarta","Rp 815,100999 jt",N/A,N/A,"209 m² (tanah), Rp 3.900.005 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-dijual-dekat-sd-bias-kaliurang-lingkungan-asri-oleh-hidayat-21753264,20230812_093203
Dijual rumah di utara pasar godean 400 juatan,"Mangsel margomulyo, Seyegan, Sleman, DI Yogyakarta","Rp 450,009383 jt",2,1,"2  1 , 60 m², Rp 4.891.406 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-di-utara-pasar-godean-400-juatan-oleh-ara-citra-22066984,20230812_093203
Dijual Rumah Minimalis Industrial Di Sleman Harga Murah Siap KPR,"Berbah, Sleman, DI Yogyakarta","Rp 690,000049 jt",2,1,"2  1 , 60 m², Rp 8.313.254 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-industrial-di-sleman-harga-murah-siap-kpr-oleh-anita-22066897,20230812_093203
"Legalitas Ready, Tanah Murah Dijual Di Utara Bandara YIA Kulonprogo","Tegalrejo, Yogyakarta, DI Yogyakarta","Rp 997,500999 jt",N/A,N/A,"399 m² (tanah), Rp 2.500.003 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-legalitas-ready-tanah-murah-dijual-di-utara-bandara-yia-kulonprogo-oleh-hidayat-21756001,20230812_093203
Dijual Rumah 2 Lantai Siap Bangun Di Bangunjiwo,"kalirandu bangunjiwo, Kasihan, Bantul, DI Yogyakarta",Rp 799 jt,2,1,"2  1 , 110 m², Rp 10.376.623 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-siap-bangun-di-bangunjiwo-oleh-ara-citra-22066782,20230812_093203
Rumah baru pinggir jalan bebas bising dekat akses jalan wonosari,"jalan kemasan, Banguntapan, Bantul, DI Yogyakarta",Rp 675 jt,2,1,"2  1 , 50 m², Rp 7.941.176 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-baru-pinggir-jalan-bebas-bising-dekat-akses-jalan-wonosari-oleh-andriani-purwita-22066776,20230812_093203
Tanah Sleman Yogyakarta,"Blotan, Wedomartani, Ngemplak, Sleman, DI Yogyakarta","Rp 3,5 jt",N/A,N/A,"112 m² (tanah), Rp 31.250 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-yogyakarta-oleh-sabiya-22066785,20230812_093203
RUMAH CANTIK SIAP HUNI DI POTORONO BANGUNTAPA,"Potorono, Banguntapan, Bantul, DI Yogyakarta",Rp 675 jt,3,1,"3  1 , 50 m², Rp 7.941.176 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-cantik-siap-huni-di-potorono-banguntapa-oleh-uut-22066745,20230812_093203
Apartemen Dijual Jogja Type Studio Furnished.Gerceep Gaees !!,"Caturtunggal Depok Sleman Yogyakarta, Depok, Sleman, DI Yogyakarta",Rp 430 jt,1,1,"1  1 , 22 m², Rp 19.545.455 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-apartemen-dijual-jogja-type-studio-furnished-gerceep-gaees-oleh-linda-22066754,20230812_093203
"Legalitas Ready, Jual Tanah Murah Jogja Dekat Ke Polsek Panjatan","Kraton, Yogyakarta, DI Yogyakarta","Rp 138,000999 jt",N/A,N/A,"138 m² (tanah), Rp 1.000.007 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-legalitas-ready-jual-tanah-murah-jogja-dekat-ke-polsek-panjatan-oleh-hidayat-21756529,20230812_093203
properti tanah dan rumah murah di jogja timur malioboro,"jalan samas, Banguntapan, Bantul, DI Yogyakarta",Rp 45 jt,3,1,"3  1 , 50 m², Rp 405.405 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-properti-tanah-dan-rumah-murah-di-jogja-timur-malioboro-oleh-andriani-purwita-22066733,20230812_093203
RUMAH CANTIK DAN MURAH DI WIROKERTEN BAMGUNTAPAN,"WIROKERTEN, Banguntapan, Bantul, DI Yogyakarta",Rp 665 jt,N/A,N/A,"Studio , 60 m², Rp 7.150.538 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-cantik-dan-murah-di-wirokerten-bamguntapan-oleh-uut-22066701,20230812_093203
Rumah Dijual Murah Perum Tamanan Banguntapan.KPR Masih Nego!!,"Tamanan Banguntapan Bantul Yogyakarta, Banguntapan, Bantul, DI Yogyakarta",Rp 585 jt,2,1,"2  1 , 45 m², Rp 7.312.500 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-murah-perum-tamanan-banguntapan-kpr-masih-nego-oleh-linda-22066673,20230812_093203
Rumah Akses mobil papasan deket kawasan pemda sleman.,"Mongsel, Margomulyo,  Kec. Seyegan, Godean, Sleman, DI Yogyakarta","Rp 460,009111 jt",2,1,"2  1 , 60 m², Rp 5.000.099 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-akses-mobil-papasan-deket-kawasan-pemda-sleman-oleh-ara-citra-22066659,20230812_093203
"Jual Tanah Hook Bagus Murah di Triharjo, Sleman, Jogja","Tanah Triharjo, Sleman, Yogyakarta, Sleman, Sleman, DI Yogyakarta",Rp 882 jt,N/A,N/A,"252 m² (tanah), Rp 3.500.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-hook-bagus-murah-di-triharjo-sleman-jogja-oleh-lia-imelda-21196010,20230812_093203
Jual Tanah Murah bagus Kavling Siap Bangun Sewon Bantul Jogja,"Tanah Sewon Bantul Yogyakarta, Sewon, Bantul, DI Yogyakarta",Rp 650 jt,N/A,N/A,"76 m² (tanah), Rp 8.552.632 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-tanah-murah-bagus-kavling-siap-bangun-sewon-bantul-jogja-oleh-lia-imelda-21327973,20230812_093203
"Jual  Cepat Tanah Sangat Strategis Bebas Banjir Di Sewon,Bantul","Sewon,Bantul, Sewon, Bantul, DI Yogyakarta",Rp 3 M,N/A,N/A,"339 m² (tanah), Rp 8.849.558 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-cepat-tanah-sangat-strategis-bebas-banjir-di-sewon-bantul-oleh-bayu-septiana-22066589,20230812_093203
Tanah Sleman Yogyakarta,"Jl. Semeru 102-104, Ngabean Wetan, Sinduharjo, Ngaglik, Sleman, DI Yogyakarta","Rp 5,7 jt",N/A,N/A,"113 m² (tanah), Rp 50.442 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sleman-yogyakarta-oleh-sabiya-22066580,20230812_093203
"Cluster Shm Pekarangan Selatan Jl. Damai, Siap Ajb Hanya 4 Juta-an/M2","Ngaglik, Sleman, DI Yogyakarta",Rp 621 jt,N/A,N/A,"134 m² (tanah), Rp 4.634.328 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-cluster-shm-pekarangan-selatan-jl-damai-siap-ajb-hanya-4-juta-an-m2-oleh-teguh-22066257,20230812_093203
"Kapling dijual jogja kota dekat STPN , Poltekkes dan Mirota godean","Jalan Bener tegalrejo, Jetis, Yogyakarta, DI Yogyakarta","Rp 808,500089 jt",N/A,N/A,"165 m² (tanah), Rp 4.900.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kapling-dijual-jogja-kota-dekat-stpn-poltekkes-dan-mirota-godean-oleh-nico-feryanto-21953558,20230812_093203
"Pekarangan Sap AJB dalam cluster di Gamping , Godean","jalan gamping, Gamping, Sleman, DI Yogyakarta","Rp 607,500089 jt",N/A,N/A,"135 m² (tanah), Rp 4.500.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-sap-ajb-dalam-cluster-di-gamping-godean-oleh-nico-feryanto-21951627,20230812_093203
"Tanah Pekarangan Condongcatur Jogja, Dekat Kampus UPN: SHMP","Jl. Anggajaya, Condongcatur, Sleman, Yogyakarta, Sleman, Sleman, DI Yogyakarta","Rp 689,7 jt",N/A,N/A,"121 m² (tanah), Rp 5.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-pekarangan-condongcatur-jogja-dekat-kampus-upn-shmp-oleh-eka-sinta-22066406,20230812_093203
dekat kota Yogyakarta tengah Bandara YIA,"Seyegan, Sleman, DI Yogyakarta",Rp 500 jt,2,1,"2  1 , 40 m², Rp 5.747.126 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dekat-kota-yogyakarta-tengah-bandara-yia-oleh-ahmad-najih-ibrohim-22066405,20230812_093203
Promo agustus rumah unit terakhir di jogja bisa KPR,"jalan samas, Banguntapan, Bantul, DI Yogyakarta",Rp 435 jt,2,1,"2  1 , 36 m², Rp 6.041.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-promo-agustus-rumah-unit-terakhir-di-jogja-bisa-kpr-oleh-andriani-purwita-22066283,20230812_093203
Pekarangan Siap Bangun di jl Bener tegalrejo kota Jogja,"jl Bener dekat Mirota godean, Tegalrejo, Yogyakarta, DI Yogyakarta","Rp 921,000008 jt",N/A,N/A,"180 m² (tanah), Rp 5.116.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-siap-bangun-di-jl-bener-tegalrejo-kota-jogja-oleh-nico-feryanto-21745863,20230812_093203
Tanah dekat UTY,"Mlati, Sleman, DI Yogyakarta","Rp 2,8 jt",N/A,N/A,"110 m² (tanah), Rp 25.455 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-dekat-uty-oleh-aknis-sapriani-22066384,20230812_093203
Tanah di tegalrejo Kota Jogja Utara Mirota,"jalan bener tegalrejo kota jogja, Depok, Sleman, DI Yogyakarta","Rp 774,200098 jt",N/A,N/A,"158 m² (tanah), Rp 4.900.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-di-tegalrejo-kota-jogja-utara-mirota-oleh-nico-feryanto-21908998,20230812_093203
Hunian di utara ring road Kentungan kaliurang,"jalan timor timor, Depok, Sleman, DI Yogyakarta","Rp 950,000088 jt",3,2,"3  2 , 56 m², Rp 9.693.878 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-hunian-di-utara-ring-road-kentungan-kaliurang-oleh-nico-feryanto-21638816,20230812_093203
"pekarangan siap AJB utara UGM di jl kaliurang km 9,5","jalan kaliurang km 9,5, Mlati, Sleman, DI Yogyakarta","Rp 928,000089 jt",N/A,N/A,"160 m² (tanah), Rp 5.800.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-siap-ajb-utara-ugm-di-jl-kaliurang-km-9-5-oleh-nico-feryanto-21984423,20230812_093203
Tanah Sawah dekat kali Progo cock untuk villa di Minggir sleman,"minggir sleman, Minggir, Sleman, DI Yogyakarta","Rp 250,000098 jt",N/A,N/A,"667 m² (tanah), Rp 374.813 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-sawah-dekat-kali-progo-cock-untuk-villa-di-minggir-sleman-oleh-nico-feryanto-21818796,20230812_093203
"Jual Rumah Baru, Timur Kota Gede Yogyakrta Hanya 545 Jt","Jl. Raya Potorono, Sleman, Yogyakarta, Kotagede, Yogyakarta, DI Yogyakarta",Rp 545 jt,3,1,"3  1 , 50 m², Rp 6.728.395 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-rumah-baru-timur-kota-gede-yogyakrta-hanya-545-jt-oleh-eka-sinta-21814794,20230812_093203
"Jual Rumah Murah Dalam Perumahan, Dekat Pasar Kota Gede Jogja","Jl. Raya Potorono, Banguntapan, Bantul, Yogyakarta, Kotagede, Yogyakarta, DI Yogyakarta",Rp 480 jt,2,1,"2  1 , 55 m², Rp 6.666.667 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-rumah-murah-dalam-perumahan-dekat-pasar-kota-gede-jogja-oleh-eka-sinta-21793002,20230812_093203
"Jual Rumah Murah Jogja, Area Potorono Bantul","Jl. Raya Potorono, Banguntapan, Banguntapan, Bantul, DI Yogyakarta",Rp 645 jt,3,1,"3  1 , 60 m², Rp 6.515.152 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-rumah-murah-jogja-area-potorono-bantul-oleh-eka-sinta-21796252,20230812_093203
"500 meter Polsek Mlati, Tanah Jogja Murah Dekat Tol Trihanggo","Jl. Raya Gajah Mada, Sleman,Yogyakarta, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 488,4 jt",N/A,N/A,"132 m² (tanah), Rp 3.700.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-500-meter-polsek-mlati-tanah-jogja-murah-dekat-tol-trihanggo-oleh-eka-sinta-21814588,20230812_093203
"Jual Pekarangan Jogja: Barat Terminal Jombor Jogja, 2,8 Jt/m2","Jl. Raya Tlogoadi, Sleman, Yogyakarta, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 635,6 jt",N/A,N/A,"227 m² (tanah), Rp 2.800.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jual-pekarangan-jogja-barat-terminal-jombor-jogja-2-8-jt-m2-oleh-eka-sinta-21797589,20230812_093203
"Kasihan, Bantul, Yogyakarta","Kasihan, Bantul, Yogyakarta, Gondomanan, Yogyakarta, DI Yogyakarta",Rp 730 jt,2,1,"2  1 , 56 m², Rp 8.111.111 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kasihan-bantul-yogyakarta-oleh-eka-sinta-22042583,20230812_093203
Rumah Dijual Jogja Purwomartani Sleman.KPR & Nego Sampai Deal!!,"Purwomartani Kalasan Sleman Yogyakarta, Kalasan, Sleman, DI Yogyakarta",Rp 735 jt,2,1,"2  1 , 55 m², Rp 6.933.962 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-jogja-purwomartani-sleman-kpr-nego-sampai-deal-oleh-linda-22066335,20230812_093203
"Tanah Murah godean dijual, Kapling murah Sleman","jalan godean km 8, Godean, Sleman, DI Yogyakarta","Rp 397,800089 jt",N/A,N/A,"117 m² (tanah), Rp 3.400.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-murah-godean-dijual-kapling-murah-sleman-oleh-nico-feryanto-21975028,20230812_093203
RUMAH HARGA TERMURAH 5 MENIT DARI UNIVERSITAS MERCUBUANA YOGYAKARTA,"Sedayu, Bantul, DI Yogyakarta",Rp 385 jt,2,1,"2  1 , 40 m², Rp 5.273.973 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-harga-termurah-5-menit-dari-universitas-mercubuana-yogyakarta-oleh-elma-ismiyati-22066323,20230812_093203
RUMAH CANTIK PROSES FINISING DI WEDOMARTANI,"WEDOMARTANI, Ngemplak, Sleman, DI Yogyakarta",Rp 980 jt,4,2,"4  2 , 125 m², Rp 6.901.408 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-cantik-proses-finising-di-wedomartani-oleh-uut-22066315,20230812_093203
Termurah Kavlingan Pandanaran Indah Jalan Kaliurang Siap Bangun,"Jalan Kaliurang Km 13, Ngaglik, Sleman, DI Yogyakarta","Rp 3,580003 jt",N/A,N/A,"149 m² (tanah), Rp 24.027 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-termurah-kavlingan-pandanaran-indah-jalan-kaliurang-siap-bangun-oleh-miftakhul-huda-21415774,20230812_093203
Pekarangan Dijual Lokasi Premium di Jongke Mlati dekat Sleman City hall,"Jalan Jongke Mlati, Depok, Sleman, DI Yogyakarta","Rp 548,800089 jt",N/A,N/A,"112 m² (tanah), Rp 4.900.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-dijual-lokasi-premium-di-jongke-mlati-dekat-sleman-city-hall-oleh-nico-feryanto-21975508,20230812_093203
RUMAH 2 LANTAI DIJUAL DEKAT PEMDA SLEMAN,"JALAN BERAN LOR SLEMAN, Sleman, Sleman, DI Yogyakarta","Rp 927,000089 jt",5,2,"5  2 , 175 m², Rp 4.635.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-dijual-dekat-pemda-sleman-oleh-nico-feryanto-21978178,20230812_093203
Paling Strategis Pekarangan Jalan Kaliurang Selatan Kampus UII,"Jalan Kaliurang Km 12, Ngaglik, Sleman, DI Yogyakarta","Rp 3,580002 jt",N/A,N/A,"148 m² (tanah), Rp 24.189 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-paling-strategis-pekarangan-jalan-kaliurang-selatan-kampus-uii-oleh-miftakhul-huda-21171204,20230812_093203
Termurah Kavlingan Pandanaran Indah Jalan Kaliurang Siap Bangun,"Jalan Kaliurang Km 13, Ngaglik, Sleman, DI Yogyakarta","Rp 3,580003 jt",N/A,N/A,"149 m² (tanah), Rp 24.027 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-termurah-kavlingan-pandanaran-indah-jalan-kaliurang-siap-bangun-oleh-miftakhul-huda-21365994,20230812_093203
Hunian Siap Huni utara merapi view jl kaliurang km 10,"jalan kaliurang km 10, Ngaglik, Sleman, DI Yogyakarta","Rp 670,000089 jt",5,2,"5  2 , 100 m², Rp 3.850.575 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-hunian-siap-huni-utara-merapi-view-jl-kaliurang-km-10-oleh-nico-feryanto-21763232,20230812_093203
DIJUAL KOST-KOSTAN STRATEGIS DALAM KOTA JOGJA FASILITAS LENGKAP,"Jalan Tamansiswa, Umbulharjo, Yogyakarta, DI Yogyakarta","Rp 1,670000089 M",10,6,"10  6 , 190 m², Rp 6.680.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-dijual-kost-kostan-strategis-dalam-kota-jogja-fasilitas-lengkap-oleh-nico-feryanto-21928487,20230812_093203
Kapling siap Bangun di besi jangkang 10 menit ke UII Kaliurang,"jalan besi jangkang km 2, Ngaglik, Sleman, DI Yogyakarta","Rp 239,500089 jt",N/A,N/A,"126 m² (tanah), Rp 1.900.794 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kapling-siap-bangun-di-besi-jangkang-10-menit-ke-uii-kaliurang-oleh-nico-feryanto-21951940,20230812_093203
Promo properti hunian 2 lantai di jogja timur kotagede,"jalan kemasan, Banguntapan, Bantul, DI Yogyakarta",Rp 890 jt,3,2,"3  2 , 70 m², Rp 10.470.588 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-promo-properti-hunian-2-lantai-di-jogja-timur-kotagede-oleh-andriani-purwita-22066207,20230812_093203
Sangat Prospek Kavling Purwomartani Jalan Jogja-Solo Sleman,"Jalan Solo, Kalasan, Sleman, DI Yogyakarta","Rp 2,87011 jt",N/A,N/A,"180 m² (tanah), Rp 15.945 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-sangat-prospek-kavling-purwomartani-jalan-jogja-solo-sleman-oleh-miftakhul-huda-21171130,20230812_093203
Pekarangan di Kalasan dekat UKRIM dan Candi sambisari,"Jalan kalasan sambisari, Kalasan, Sleman, DI Yogyakarta","Rp 530,000089 jt",N/A,N/A,"136 m² (tanah), Rp 3.897.059 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-di-kalasan-dekat-ukrim-dan-candi-sambisari-oleh-nico-feryanto-21751824,20230812_093203
Villa jl turi pakem Kaliurang jogja utara Kopi Klotok,"jalan turi pakem, Pakem, Sleman, DI Yogyakarta","Rp 2,600000088 M",4,5,"4  5 , 250 m², Rp 2.338.130 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-villa-jl-turi-pakem-kaliurang-jogja-utara-kopi-klotok-oleh-nico-feryanto-21600597,20230812_093203
"Tanah Bagus diutara Pasar Gentan kaliurang km 9,5","jalan BIAS, Ngaglik, Sleman, DI Yogyakarta","Rp 815,000089 jt",N/A,N/A,"209 m² (tanah), Rp 3.899.522 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-bagus-diutara-pasar-gentan-kaliurang-km-9-5-oleh-nico-feryanto-21746193,20230812_093203
Rumah 2 lantai siap Huni dalam ring road Demak Ijo godean km 4,"jalan godean km 4, Gamping, Sleman, DI Yogyakarta","Rp 900,000089 jt",4,2,"4  2 , 250 m², Rp 7.894.738 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-2-lantai-siap-huni-dalam-ring-road-demak-ijo-godean-km-4-oleh-nico-feryanto-21693832,20230812_093203
Pekarangan Cocok untuk Homestay dekat Malioboro Jogja,"jalan Kemetiran Kidul jogja, Gedong Tengen, Yogyakarta, DI Yogyakarta","Rp 1,105000898 M",N/A,N/A,"221 m² (tanah), Rp 5.000.004 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-cocok-untuk-homestay-dekat-malioboro-jogja-oleh-nico-feryanto-21984759,20230812_093203
"Pekarangan SIAP AJB tepi jalan Plumbon Kaliurang km 9,5","jalan kaliurang km 9,5, Ngaglik, Sleman, DI Yogyakarta","Rp 208,600000888 M",N/A,N/A,"596 m² (tanah), Rp 350.000.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-siap-ajb-tepi-jalan-plumbon-kaliurang-km-9-5-oleh-nico-feryanto-21715871,20230812_093203
Pekarangan cocok untuk Homestay kota Jogja,"Jalan kemetiran, Gedong Tengen, Yogyakarta, DI Yogyakarta","Rp 1,171000089 M",N/A,N/A,"221 m² (tanah), Rp 5.298.643 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-cocok-untuk-homestay-kota-jogja-oleh-nico-feryanto-21884291,20230812_093203
tamansiswa dekat kampus UII,"jalan tamansiswa, Gondokusuman, Yogyakarta, DI Yogyakarta","Rp 1,670000089 M",10,6,"10  6 , 190 m², Rp 6.680.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tamansiswa-dekat-kampus-uii-oleh-nico-feryanto-21547850,20230812_093203
Tanah jl Magelang km 7 utara Jombor Siap AJB,"jalan magelang km 7, Mlati, Sleman, DI Yogyakarta","Rp 3,7881 M",N/A,N/A,"549 m² (tanah), Rp 6.900.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-tanah-jl-magelang-km-7-utara-jombor-siap-ajb-oleh-nico-feryanto-21759943,20230812_093203
Pekarangan Dalam Cluster di Plumbon kaliurang km 9,"jalan Plumbon, Ngaglik, Sleman, DI Yogyakarta","Rp 570,000089 jt",N/A,N/A,"110 m² (tanah), Rp 5.181.819 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-dalam-cluster-di-plumbon-kaliurang-km-9-oleh-nico-feryanto-21771416,20230812_093203
Villa etnik di Pakem turi utara Kopi Klotok Kaliurang,"Jalan Pakem turi sleman, Pakem, Sleman, DI Yogyakarta","Rp 1,500000088 M",3,4,"3  4 , 250 m², Rp 2.895.753 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-villa-etnik-di-pakem-turi-utara-kopi-klotok-kaliurang-oleh-nico-feryanto-21722980,20230812_093203
Pekarangan Siap Bangun utara Jl Bener tegalrejo,"jalan bener, Tegalrejo, Yogyakarta, DI Yogyakarta","Rp 705,000089 jt",N/A,N/A,"144 m² (tanah), Rp 4.895.834 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-siap-bangun-utara-jl-bener-tegalrejo-oleh-nico-feryanto-21771289,20230812_093203
Rumah tepi aspal dekat kompleks Pemda Sleman,"jalan parasamya dekat pemda sleman, Sleman, Sleman, DI Yogyakarta","Rp 990,000088 jt",5,2,"5  2 , 175 m², Rp 4.950.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-tepi-aspal-dekat-kompleks-pemda-sleman-oleh-nico-feryanto-21665849,20230812_093203
Rumah Siap Huni di wedomartani Utara SD Model Maguwoharjo,"jl sambirejo ngemplak, Ngemplak, Sleman, DI Yogyakarta","Rp 590,000098 jt",3,2,"3  2 , 88 m², Rp 5.130.436 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-wedomartani-utara-sd-model-maguwoharjo-oleh-nico-feryanto-21553590,20230812_093203
"homestay prawirotaman dijual murah ,tanah SHM kota Jogja","jalan prawirotaman kota Jogja, Gondomanan, Yogyakarta, DI Yogyakarta","Rp 3,330000089 M",7,7,"7  7 , 300 m², Rp 13.320.000 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-homestay-prawirotaman-dijual-murah-tanah-shm-kota-jogja-oleh-nico-feryanto-21952413,20230812_093203
Rumah Dijual di dalam Ringroad Jogja,"Jl. Ring Road Bar. No.255, Nogosaren, Nogotirto, Gamping, Sleman, DI Yogyakarta","Rp 1,43616 M",3,3,"3  3 , 112 m², Rp 13.297.778 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-di-dalam-ringroad-jogja-oleh-arif-faiza-21819598,20230812_093203
Rumah Dijual di Yogyakarta,"Jl. C. Simanjuntak No.70, Terban, Gondokusuman, Yogyakarta, DI Yogyakarta","Rp 1,43616 M",3,3,"3  3 , 112 m², Rp 13.297.778 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-rumah-dijual-di-yogyakarta-oleh-arif-faiza-21912919,20230812_093203
pekarangan siap ajb depan kampus PPPPTK kesenian Jogja,"jalan kaliurang km 12,5, Depok, Sleman, DI Yogyakarta","Rp 612,000089 jt",N/A,N/A,"136 m² (tanah), Rp 4.500.001 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-pekarangan-siap-ajb-depan-kampus-pppptk-kesenian-jogja-oleh-nico-feryanto-21950313,20230812_093203
"Jaran, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511","Mlati, Sleman, DI Yogyakarta",Rp 695 jt,2,1,"2  1 , 59 m², Rp 4.572.368 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-jaran-tridadi-kec-sleman-kabupaten-sleman-daerah-istimewa-yogyakarta-55511-oleh-wd-retnowati-22066007,20230812_093203
kapling cocok untuk villa view sawah dan merapi di jl kaliurang km 10,"jalan kaliurang km 10, Depok, Sleman, DI Yogyakarta","Rp 815,000089 jt",N/A,N/A,"209 m² (tanah), Rp 3.899.522 per m²",https://www.rumah.comhttps://www.rumah.com/listing-properti/dijual-kapling-cocok-untuk-villa-view-sawah-dan-merapi-di-jl-kaliurang-km-10-oleh-nico-feryanto-21950102,20230812_093203
